ano,nota,drive_id,url
2021,43.5,1NYxF2QcR2PE0io5jD269USn6bwAiQbD6,https://drive.google.com/file/d/1NYxF2QcR2PE0io5jD269USn6bwAiQbD6/view
2021,43.5,1pHJ1Rf2_9YT2CsFvlizWeKj5UXuPVYKg,https://drive.google.com/file/d/1pHJ1Rf2_9YT2CsFvlizWeKj5UXuPVYKg/view
2021,31.5,1hVdyzCvEoCMPrIaUR_WTmDhCVcv-gZt0,https://drive.google.com/file/d/1hVdyzCvEoCMPrIaUR_WTmDhCVcv-gZt0/view
2021,28.5,1Cfdywdkq-ejcNTBdzkDOucmatJFXUdC3,https://drive.google.com/file/d/1Cfdywdkq-ejcNTBdzkDOucmatJFXUdC3/view
2021,43,1TkQ4j0xEX_IzfRbFVF2HCxbrFvaOdoN7,https://drive.google.com/file/d/1TkQ4j0xEX_IzfRbFVF2HCxbrFvaOdoN7/view
2021,40,1MiPiuq8tObP4x0CqCsk7Gv3OSeMi9xg5,https://drive.google.com/file/d/1MiPiuq8tObP4x0CqCsk7Gv3OSeMi9xg5/view
2021,47,1gl_LntCap9O4ke1vYUyaoSZAbkjbR28C,https://drive.google.com/file/d/1gl_LntCap9O4ke1vYUyaoSZAbkjbR28C/view
2021,46.5,1vIBBducJkrQ8urV0wHm4U8IO6eOWKUu8,https://drive.google.com/file/d/1vIBBducJkrQ8urV0wHm4U8IO6eOWKUu8/view
2021,33.5,1cRTG2xTUnvkD0KzKcoAV2O72yVk-Gug5,https://drive.google.com/file/d/1cRTG2xTUnvkD0KzKcoAV2O72yVk-Gug5/view
2021,38.67,1ZR8NVdxLY-y_4-q3Ij1g4OtrUsbCrL_c,https://drive.google.com/file/d/1ZR8NVdxLY-y_4-q3Ij1g4OtrUsbCrL_c/view
2021,26,14RHpyoRHY1gm_zy32TMjfl8OwOJiM8Qt,https://drive.google.com/file/d/14RHpyoRHY1gm_zy32TMjfl8OwOJiM8Qt/view
2021,46,1X1Pg1x4unUouEsp_UmlvJdutK8b5vrs0,https://drive.google.com/file/d/1X1Pg1x4unUouEsp_UmlvJdutK8b5vrs0/view
2021,33,1ph1IVWeHbuHXmaJkm3czYK3AcwUOr5oV,https://drive.google.com/file/d/1ph1IVWeHbuHXmaJkm3czYK3AcwUOr5oV/view
2021,45,14X55iT7h7LDim5l72SB66IEOR6CJIs7V,https://drive.google.com/file/d/14X55iT7h7LDim5l72SB66IEOR6CJIs7V/view
